Number,Case,Acceleration
7,2,-1.936758
7,2,-3.147192
7,2,-0.607826
7,2,-1.615708
7,2,-9.387061
7,2,-27.05914
7,3,-13.33483
7,3,-1.830342
7,3,-10.90699
7,3,-6.140102
7,3,-1.173996
7,3,-2.096071
7,3,-3.717469
7,3,-3.732069
7,3,-0.8067167
7,3,-0.7028084
7,3,-3.290856
7,3,-9.515826
7,4,-10.75369
7,4,-12.25123
7,4,-3.22388
7,4,-4.035838
7,4,-3.507395
7,4,-13.3292
7,5,-13.02997
7,5,-16.99631
7,5,-18.45453
7,5,-1.140015
7,5,-2.372782
7,5,-1.137673
7,5,-4.233471
7,5,-2.879261
7,5,-1.961897
7,5,-1.360034
7,5,-2.624918
7,5,-0.6087989
7,5,-9.926991
7,6,-12.69424
7,6,-18.22393
7,6,-21.32207
7,6,-8.168944
7,6,-0.6442024
7,6,-0.8975098
7,6,-1.079885
7,6,-3.661435
7,6,-4.125341
7,6,-8.024002
7,6,-13.56005
7,6,-18.91892
7,7,-5.0274
7,7,-0.6600052
7,7,-29.9842
7,7,-14.70203
7,7,-12.66605
7,7,-5.931833
7,8,-12.62099
7,8,-16.81956
7,8,-7.530829
7,8,-2.671837
7,8,-5.960285
7,8,-2.251742
7,8,-0.8585647
7,8,-6.450779
7,9,-15.62852
7,9,-1.698112
7,9,-14.16722
7,9,-17.8942
7,9,-8.265178
7,9,-7.61909
7,9,-2.449471
7,9,-5.01017
7,9,-5.189866
7,10,-21.59088
7,10,-55.44963
7,10,-19.13292
7,10,-2.679008
7,10,-18.50196
7,10,-0.7989213
8,1,-55.26377
8,1,-26.93462
8,1,-9.877988
8,1,-8.009413
8,1,-2.24753
8,1,-3.855093
8,1,-0.8391243
8,1,-2.519182
8,1,-2.4209
8,1,-6.755672
8,1,-8.172048
8,1,-3.22055
8,1,-0.7288139
8,1,-3.949332
8,1,-1.247131
8,1,-5.473052
8,2,-59.8631
8,2,-31.96635
8,2,-7.4704
8,2,-7.048697
8,2,-2.472374
8,2,-1.660596
8,2,-2.24207
8,2,-0.7711012
8,2,-2.079733
8,3,-60.73265
8,3,-39.03616
8,3,-26.86366
8,3,-4.995418
8,3,-2.13243
8,3,-0.9953693
8,3,-5.375872
8,3,-4.607893
8,3,-2.302244
8,3,-0.8840533
8,3,-2.635584
8,3,-1.702571
8,3,-1.04276
8,3,-2.052565
8,3,-2.828157
8,3,-1.367179
8,3,-5.001265
8,3,-8.857451
8,4,-43.74566
8,4,-35.2886
8,4,-15.78881
8,4,-1.774664
8,4,-5.328771
8,4,-2.270338
8,4,-3.224774
8,4,-1.482679
8,4,-1.165875
8,4,-0.5859136
8,4,-1.409942
8,4,-3.781316
8,4,-3.946772
8,4,-1.337582
8,4,-0.6625769
8,4,-2.544372
8,4,-4.844318
8,5,-37.8783
8,5,-41.26519
8,5,-20.88489
8,5,-8.188673
8,5,-9.083587
8,5,-8.974553
8,5,-2.855442
8,5,-0.8304991
8,5,-3.539027
8,5,-1.663668
8,5,-1.78207
8,5,-1.752184
8,5,-0.9885804
8,5,-1.052835
8,5,-3.26388
8,6,-58.17603
8,6,-16.21827
8,6,-5.161883
8,6,-2.771934
8,6,-2.542565
8,6,-1.987371
8,6,-1.009121
8,6,-0.6590687
8,6,-2.255212
8,6,-4.749182
8,6,-1.802745
8,6,-1.557244
8,6,-0.5842348
8,6,-3.908208
8,6,-0.8690678
8,6,-6.109726
8,7,-33.26141
8,7,-6.285256
8,7,-42.29776
8,7,-3.642593
8,7,-1.391514
8,7,-3.031684
8,7,-2.732373
8,7,-12.3893
8,7,-3.767443
8,7,-0.8200382
8,7,-0.9774415
8,7,-1.220218
8,7,-1.400422
8,7,-1.022618
8,7,-2.568721
8,7,-1.010499
8,7,-3.718271
8,7,-11.71241
8,8,-32.76379
8,8,-35.16735
